GEOID,Year,Score,Confidence,normalized_score,cumulative_score
18097330211,2028,-0.4833036607432738,Low,-1.7532951894808966,-6.4904360072883875
18097330212,2024,-0.28786788630183463,High,-1.273286180756559,-1.273286180756559
18097330212,2025,-0.34705800779704715,High,-1.3269077393850237,-2.6001939201415825
18097330212,2026,-0.45438352799621068,High,-1.6715568897731887,-4.271750809914772
18097330212,2027,-0.41862266797355141,High,-1.5635150379010565,-5.835265847815828
18097330212,2028,-0.43581620108553309,High,-1.5665035010869133,-7.401769348902741
18097330401,2024,-0.1938448168146108,High,-0.8423908487965214,-0.8423908487965214
18097330401,2025,-0.28511722174840631,High,-1.0682292489876097,-1.9106200977841312
18097330401,2026,-0.18077904394990829,High,-0.5706916816223568,-2.481311779406488
18097330401,2027,-0.2847052573228479,High,-1.0171968770298991,-3.498508656436387
18097330401,2028,-0.21791921093852115,High,-0.7094067648353464,-4.207915421271734
18097330500,2024,-4.7326892571685618E-2,High,-0.1709185181327183,-0.1709185181327183
18097330500,2025,-1.7840319246222744E-2,High,0.047978504705867286,-0.12294001342685101
18097330500,2026,-2.6331161891357042E-2,High,0.05073928806185505,-0.07220072536499597
18097330500,2027,-3.6511147601560205E-2,High,-0.00468514384193451,-0.07688586920693047
18097330500,2028,-4.8332327503251005E-2,High,-0.04233759510804619,-0.11922346431497666
18097330600,2024,4.3498521722657883E-2,High,0.24532238164015133,0.24532238164015133
18097330600,2025,-3.9112123773998468E-2,High,-0.040857279182197254,0.20446510245795407
18097330600,2026,1.2479715380029024E-2,High,0.20689734458935818,0.4113624470473123
18097330600,2027,-5.9897837950070171E-4,High,0.14181910939114778,0.55318155643846
18097330600,2028,9.8870816390679919E-3,High,0.18666816366223177,0.7398497201006918
18097330701,2024,-0.18326373056573383,High,-0.7938991254718838,-0.7938991254718838
18097330701,2025,-0.56217596100776468,High,-2.2252881272320875,-3.019187252703971
18097330701,2026,-0.45571225450137381,High,-1.6769031061766977,-4.696090358880669
18097330701,2027,-0.54882721237932586,High,-2.0946865031436603,-6.790776862024329
18097330701,2028,-0.50051318444231196,High,-1.8209887660876127,-8.611765628111941
18097330702,2024,-1.2633433772557615E-2,High,-0.011922970256848272,-0.011922970256848272
18097330702,2025,5.2882927308147483E-2,High,0.34333450229237256,0.33141153203552426
