GEOID,NAME,year,estimate,income_delta,income_delta_zscore_raw,income_delta_zscore
18097380100,NA,2028,59782.12789178247,-0.00670534477684992,-1.2658392402888945,-1.2658392402888945
18097380101,NA,2024,141380.32143157313,0.12024342483715489,0.3823811259111844,0.3823811259111844
18097380101,NA,2025,146790.83111855155,0.038269185076064804,-0.3470438588829546,-0.3470438588829546
18097380101,NA,2026,163488.09476000935,0.11374868249075254,0.9858199622348021,0.9858199622348021
18097380101,NA,2027,170658.56149063836,0.04385925923936429,-0.2750981962230961,-0.2750981962230961
18097380101,NA,2028,189130.5710097758,0.10823957121044137,0.9844416062444561,0.9844416062444561
18097380103,NA,2024,99423.67357351248,0.09460067128527139,0.19806139092914224,0.19806139092914224
18097380103,NA,2025,102631.46781912756,0.03226388776756761,-0.4598111689134973,-0.4598111689134973
18097380103,NA,2026,112015.52231698064,0.09143447616272105,0.582360598728796,0.582360598728796
18097380103,NA,2027,115964.85292159762,0.03525699405695937,-0.45638281083055027,-0.45638281083055027
18097380103,NA,2028,126202.86234992536,0.08828545175881475,0.5937990760746267,0.5937990760746267
18097380200,NA,2024,39710.6740647359,0.03144607960352985,-0.2558928842279678,-0.2558928842279678
18097380200,NA,2025,41404.04815051183,0.042642793799355205,-0.26491635286360704,-0.26491635286360704
18097380200,NA,2026,43349.96137833947,0.046998139427185004,-0.22108523628332075,-0.22108523628332075
18097380200,NA,2027,45460.434376719735,0.04868454160687685,-0.17340992739875533,-0.17340992739875533
18097380200,NA,2028,47703.28694083135,0.04933636457420598,-0.16870863580341053,-0.16870863580341053
18097380300,NA,2024,33932.7508508564,0.02311858080131457,-0.31575082300907237,-0.31575082300907237
18097380300,NA,2025,34556.126207143454,0.01837090541309072,-0.7206932148697216,-0.7206932148697216
18097380300,NA,2026,35190.97110003585,0.01837141377152296,-0.7386801864467734,-0.7386801864467734
18097380300,NA,2027,35837.48146128425,0.018371483964184865,-0.8122289890999722,-0.8122289890999722
18097380300,NA,2028,36495.86952460392,0.018371493656186066,-0.7749090522698667,-0.7749090522698667
18097380301,NA,2024,47416.83047816343,0.08006082816644855,0.09354921266718463,0.09354921266718463
18097380301,NA,2025,51814.281585705285,0.09274030050504933,0.6758132697055605,0.6758132697055605
18097380301,NA,2026,56506.53350064596,0.09055904610352039,0.5665320969534304,0.5665320969534304
18097380301,NA,2027,61644.79524157091,0.09093217054035385,0.7169189530628134,0.7169189530628134
18097380301,NA,2028,67246.35188541749,0.09086828209738473,0.6443632405773168,0.6443632405773168
18097380302,NA,2024,55451.58841558049,0.21364824722215991,1.053773613976659,1.053773613976659
18097380302,NA,2025,66625.00133447727,0.2014985185844982,2.7180721399168855,2.7180721399168855
18097380302,NA,2026,80681.2807733276,0.21097604738923192,2.743771384778954,2.743771384778954
18097380302,NA,2027,97105.44545148892,0.2035684674404794,3.0906225347793526,3.0906225347793526
18097380302,NA,2028,117434.40466373316,0.20934932245792548,2.9638709239806236,2.9638709239806236
18097380402,NA,2024,46409.50269266968,0.07778687163654618,0.0772040466106516,0.0772040466106516
18097380402,NA,2025,46562.17834795552,0.003289749866463465,-1.003886744811862,-1.003886744811862
18097380402,NA,2026,49661.70108353876,0.06656739107910181,0.1327430693128714,0.1327430693128714
18097380402,NA,2027,50272.28217743557,0.012294808284349923,-0.9402891901463891,-0.9402891901463891
18097380402,NA,2028,53211.22042819299,0.05846041045808237,0.009913145934622499,0.009913145934622499
18097380403,NA,2024,69538.04506068188,0.058949625545279716,-0.05819780094478441,-0.05819780094478441
18097380403,NA,2025,74050.11271637082,0.06488631729223204,0.1527719281718256,0.1527719281718256
18097380403,NA,2026,78899.79471571956,0.06549189219905927,0.11329715726856578,0.11329715726856578
18097380403,NA,2027,84071.95190129246,0.06555349357002105,0.18208730392646053,0.18208730392646053
18097380403,NA,2028,89583.68873363257,0.06555975813207437,0.1488973363744295,0.1488973363744295
18097380404,NA,2024,56968.82850535674,0.022559385865823067,-0.31977030797212636,-0.31977030797212636
18097380404,NA,2025,58001.89019992612,0.018133806182660805,-0.725145457789995,-0.725145457789995
18097380404,NA,2026,59092.87501892307,0.018809470092034042,-0.7307597647362704,-0.7307597647362704
18097380404,NA,2027,60198.27201613585,0.01870609607095286,-0.805177354962664,-0.805177354962664
18097380404,NA,2028,61325.29845329606,0.018721906782608544,-0.7680490016100397,-0.7680490016100397
18097380501,NA,2024,50045.17502843131,0.036711516343117534,-0.21804500246902064,-0.21804500246902064
18097380501,NA,2025,51651.66360710917,0.032100768510954225,-0.4628742178913466,-0.4628742178913466
18097380501,NA,2026,53257.223752295344,0.031084383988073228,-0.5088191375509032,-0.5088191375509032
18097380501,NA,2027,54900.73414106223,0.030859858493770043,-0.5490482901022151,-0.5490482901022151
18097380501,NA,2028,56592.23872779899,0.0308102362054139,-0.5313953320407653,-0.5313953320407653
18097380502,NA,2024,41406.39974960545,0.016756697515112773,-0.36147994640164455,-0.36147994640164455
18097380502,NA,2025,42405.98686220755,0.0241408844682669,-0.612344704619591,-0.612344704619591
18097380502,NA,2026,43366.012997181606,0.022638929217554393,-0.6615199666165491,-0.6615199666165491
